0,	1,	1,	0.018,	211.2,	0,	13,	14.5,	0.011,	248,	23.6
1,	2,	2,	0.017,	132,	0,	13,	14.5,	0.011,	234,	22.3
2,	3,	3,	0.114,	57.8,	0,	10,	13,	    0.022,	399,	49.4
3,	9,	4,	0.212,	23.76,	0,	10,	13,	    0.022,	741,	91.9
3,	4,	5,	0.121,	34.04,	0,	10,	13,	    0.022,	423,	52.5
4,	9,	6,	0.104,	-13.13,	0,	10,	13,	    0.022,	364,	45.1
4,	5,	7,	0.096,	52.49,	0,	10,	13,	    0.022,	336,	41.6
5,	18,	8,	0.099,	14.27,	0,	12,	14,	    0.022,	555,	57.4
1,	56,	9,	0.025,	35.18,	0,	12,	14,	    0.017,	182,	18.8
1,	37,	10,	0.02,	44.04,	0,	12,	14,	    0.017,	145,	15
56,	37,	11,	0.04,	11.92,	0,	12,	14,	    0.017,	290,	30
56,	57,	12,	0.04,	20.21,	0,	12,	14,	    0.017,	290,	30
37,	57,	13,	0.024,	19.48,	0,	12,	14,	    0.017,	174,	18
37,	38,	14,	0.393,	36.48,	0,	8,	12,	    0.016,	1048,	162.4
57,	45,	15,	0.457,	33.48,	0,	8,	12,	    0.016,	1219,	188.9
45,	38,	16,	0.02,	5.46,	0,	12,	14,	    0.017,	145,	15
38,	39,	17,	0.64,	7.7,	0,	8,	12,	    0.023,	1187,	184
47,	39,	18,	0.042,	3.87,	0,	12,	14,	    0.017,	305,	31.5
45,	46,	19,	0.044,	28.02,	0,	12,	14,	    0.017,	319,	33
46,	47,	20,	0.024,	22.55,	0,	12,	14,	    0.017,	174,	18
38,	48,	21,	0.07,	34.24,	0,	10,	13,	    0.022,	245,	30.3
48,	53,	22,	0.104,	3.99,	0,	10,	13,	    0.022,	364,	45.1
48,	50,	23,	0.114,	9.99,	0,	10,	13,	    0.022,	399,	49.4
50,	51,	24,	0.036,	6.88,	0,	12,	14,	    0.017,	261,	27
49,	40,	25,	0.036,	13.57,	0,	12,	14,	    0.017,	261,	27
40,	41,	26,	0.032,	34.25,	0,	12,	14,	    0.017,	232,	24
55,	54,	27,	0.059,	21.37,	0,	10,	13,	    0.016,	284,	35.2
41,	54,	28,	0.057,	41.71,	0,	10,	13,	    0.016,	274,	34
54,	42,	29,	0.059,	63.08,	0,	10,	13,	    0.016,	284,	35.2
52,	42,	30,	0.03,	4.52,	0,	12,	14,	    0.017,	218,	22.5
17,	6,	31,	0.078,	33.39,	0,	10,	13,	    0.016,	375,	46.5
6,	7,	32,	0.09,	54.64,	0,	10,	13,	    0.016,	433,	53.7
7,	8,	33,	0.014,	65.28,	0,	19.6,	18,	    0.018,	325,	20.6
8,	0,	34,	0.031,	81.98,	3000,	6.6,	10.6,   0.023,	37,	6.9
42,	43,	35,	0.126,	69.96,	0,	10,	13,	    0.022,	441,	54.6
2,	19,	36,	0.081,	74.21,	0,	10,	13,	    0.022,	283,	35.1
19,	21,	37,	0.045,	39.13,	0,	12,	14,	    0.017,	327,	33.8
21,	4,	38,	0.26,	5.31,	0,	8,	12,	    0.016,	693,	107.5
21,	26,	39,	0.491,	14.64,	0,	8,	12,	    0.023,	911,	141.2
26,	36,	40,	0.088,	7.07,	0,	10,	13,	    0.022,	308,	38.2
26,	27,	41,	0.4,	0.33,	0,	8,	12,	    0.016,	1067,	165.3
28,	29,	42,	0.059,	9.01,	0,	12,	14,	    0.017,	428,	44.3
29,	32,	43,	0.195,	19.19,	0,	8,	12,	    0.016,	520,	80.6
32,	33,	44,	0.112,	21.77,	0,	10,	13,	    0.022,	392,	48.6
33,	15,	45,	0.624,	36.59,	0,	8,	12,	    0.023,	1158,	179.4
15,	43,	46,	0.039,	66.73,	0,	12,	14,	    0.017,	283,	29.3
21,	23,	47,	0.176,	19.17,	0,	10,	13,	    0.022,	615,	76.3
23,	22,	48,	0.551,	10.7,	0,	8,	12,	    0.023,	1022,	158.4
23,	16,	49,	0.122,	6.32,	0,	10,	13,	    0.022,	427,	52.9
16,	27,	50,	0.534,	7.38,	0,	8,	12,	    0.023,	991,	153.5
20,	11,	51,	0.051,	21.01,	0,	12,	14,	    0.017,	370,	38.3
11,	16,	52,	0.078,	13.5,	0,	12,	14,	    0.017,	566,	58.5
20,	16,	53,	0.38,	9.11,	0,	8,	12,	    0.016,	1013,	157.1
11,	35,	54,	0.83,	7.51,	0,	8,	12,	    0.023,	1540,	238.7
24,	22,	55,	0.203,	2.76,	0,	10,	13,	    0.022,	710,	88
16,	24,	56,	0.112,	23.37,	0,	10,	13,	    0.022,	392,	48.6
24,	25,	57,	0.08,	11.58,	0,	10,	13,	    0.022,	280,	34.7
35,	31,	58,	0.175,	10.34,	0,	8,	12,	    0.016,	467,	72.3
31,	30,	59,	0.205,	6.58,	0,	8,	12,	    0.016,	547,	84.7
25,	30,	60,	0.072,	7.66,	0,	10,	13,	    0.022,	252,	31.2
31,	34,	61,	0.158,	3.76,	0,	4,	8,	    0.025,	51,	    15.7
22,	30,	62,	0.752,	2.74,	0,	4,	8,	    0.025,	241,	74.6
12,	13,	63,	0.56,	9.74,	0,	8,	12,	    0.023,	1039,	161
13,	14,	64,	0.112,	21.39,	0,	10,	13,	    0.022,	392,	48.6
14,	15,	65,	0.014,	26.37,	0,	12,	14,	    0.017,	102,	10.5
43,	44,	66,	0.012,	136.7,	0,	19.6,	18,	    0.012,	418,	26.5
44,	0,	67,	0.036,	154.4,	4000,	6.6,	10.6,	    0.023,	42,	8
58,	59,	68,	1.2,	6.21,	0,	8,	12,	    0.023,	2226,	345
59,	60,	69,	0.265,	9.26,	0,	4.2,	8.24,	    0.033,	74,	21.7
60,	0,	70,	0.048,	23.31,	2000,	6.6,	10.6,	    0.023,	57,	10.6
36,	35,	71,	0.024,	4.91,	0,	12,	    14,	    0.017,	174,	18
19,	20,	72,	0.093,	33.26,	0,	10,	    13,	    0.022,	325,	40.3
10,	17,	73,	0.152,	28.72,	0,	10,	    13,	    0.022,	531,	65.9
47,	40,	74,	1.49,	18.68,	0,	4.2,	8.2,    1.4936,	113,	33.4
39,	49,	75,	3.8,	11.58,	0,	2.5,	4.5,    0.0487,	825,	409.2
48,	55,	76,	1.78,	18.25,	0,	3.8,	7.8,    0.0746,	1720,	561.3
5,	6,	77,	1.28,	21.26,	0,	4,	    8,	    0.179,	950,	294.5
5,	10,	78,	1.27,	16.96,	0,	4,	    8,	    0.1508,	900,	279
26,	29,	79,	1.15,	7.23,	0,	4.1,	8.1,	0.0615,	1000,	302.
27,	28,	80,	0.93,	7.71,	0,	4.2,	8.2,    0.082,	850,	251
30,	33,	81,	1.31,	10.74,	0,	4,	    8,	    0.0716,	1200,	372
56,	59,	82,	120,	3.05,	0,	2.0,	5.64,	1.62,	114,	65
57,	58,	83,	120,	2.96,	0,	2.0,	5.64,	1.62,	114,	65
46,	41,	84,	150,	1.94,	0,	2.0,	5.64,	1.62,	141,	81
46,	41,	85,	46,	    3.51,	0,	2.0,	5.64,	1.75,	40,	    23
53,	40,	86,	120,	2,	    0,	2.0,	5.64,	1.62,	114,	65
51,	52,	87,	240,	1.87,	0,	2.0,	5.64,	2.10,	175,	100
9,	7,	88,	10,	    10.63,	0,	2.0,	5.64,	0.015,	1050,	600
16,	10,	89,	2.5,	11.76,	0,	2.0,	5.64,	0.015,	260,	150
36,	29,	90,	90,	    0.79,	0,	2.0,	5.64,	1.75,	79,	    45
35,	28,	91,	30,	    1.29,	0,	2.0,	5.64,	0.64,	31,	    17
34,	32,	92,	40,	    1.62,	0,	2.0,	5.64,	1.75,	35,	    20
22,	32,	93,	120,	0.94,	0,	2.0,	5.64,	1.75,	105,	60
34,	33,	94,	35,	    2.13,	0,	2.0,	5.64,	1.74,	33,	    18
30,	33,	95,	40,	    1.94,	0,	2.0,	5.64,	1.75,	35,	    20
30,	13,	96,	50,	    4.3,	0,	2.0,	5.64,	1.75,	42,	    25
22,	13,	97,	150,	2.5,	0,	2.0,	5.64,	1.75,	131,	75
19,	6,	98,	42,	    1.81,	0,	2.0,	5.64,	1.75,	36,	    21
25,	12,	99,	50,	    4.18,	0,	2.0,	5.64,	1.75,	42,	    25
24,	14,	100,	40,	4.97,	0,	2.0,	5.64,	1.75,	35,	    20
57,	58,	101,	100,	3.24,	0,	2.0,	5.64,	1.75,	88,	    50
0,	8,	102,	10,	    16.71,	0,	2.0,	5.64,	1.75,	8.8,	5
0,	60,	103,	10,	    14.05,	0,	2.0,	5.64,	1.75,	8.8,	5
48,	49,	104,	120,	1.99,	0,	2.0,	5.64,	1.62,	114,	65
53,	41,	105,	130,	1.99,	0,	2.0,	5.64,	1.63,	122,	70
50,	55,	106,	60,	    3.11,	0,	2.0,	5.64,	1.75,	53,	    30
51,	42,	107,	150,	2.36,	0,	2.0,	5.64,	1.88,	122,	70
51,	52,	108,	120,	2.64,	0,	2.0,	5.64,	1.62,	114,	65
18,	17,	109,	75,	    2.5,	0,	2.0,	5.64,	1.64,	70,	    40
23,	17,	110,	150,	2.15,	0,	2.0,	5.64,	1.88,	122,	70
36,	29,	111,	30,	    1.37,	0,	2.0,	5.64,	1.55,	31,	    17
35,	29,	112,	90,	    0.78,	0,	2.0,	5.64,	1.75,	79,	    45
20,	12,	113,	100,	3.13,	0,	2.0,	5.64,	1.75,	88,	    50
22,	13,	114,	40,	    4.84,	0,	2.0,	5.64,	1.75,	35,	    20
22,	12,	115,	150,	2.42,	0,	2.0,	5.64,	1.75,	130,	75
24,	15,	116,	70,	    3.78,	0,	2.0,	5.64,	1.75,	61,	    35
0,	44,	117,	10,	    17.72,	0,	2.0,	5.64,	1.75,	8.8,	5
